seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy filename
91624_DAStool_bin137.fa_virus_summary.tsv k99_68800	7285	No terminal repeats	NA	13	11	0.9827	NA	1	15.8897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
91624_DAStool_bin137.fa_virus_summary.tsv k99_2175071	9420	No terminal repeats	NA	7	11	0.9824	NA	0	11.5357	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1703801	1829	No terminal repeats	NA	6	11	0.9821	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_961374	4083	No terminal repeats	NA	5	11	0.9820	NA	2	6.8636	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_433334	4595	No terminal repeats	NA	8	11	0.9819	NA	0	9.9888	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1619745	2611	No terminal repeats	NA	6	11	0.9817	NA	1	8.1043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1781641	4470	No terminal repeats	NA	5	11	0.9816	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2240762	3580	No terminal repeats	NA	7	11	0.9816	NA	0	10.0489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1835844	6030	No terminal repeats	NA	11	11	0.9816	NA	1	13.3419	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1082853	2947	No terminal repeats	NA	3	11	0.9816	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_267006	5118	No terminal repeats	NA	8	11	0.9816	NA	3	10.3046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2666154	5030	No terminal repeats	NA	7	11	0.9814	NA	0	6.5820	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_850919	12619	No terminal repeats	NA	12	11	0.9813	NA	5	20.4277	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_379575	5849	No terminal repeats	NA	5	11	0.9812	NA	0	7.8690	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_558278	1901	No terminal repeats	NA	4	11	0.9809	NA	1	6.2865	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
91624_DAStool_bin137.fa_virus_summary.tsv k99_1041795	1805	No terminal repeats	NA	5	11	0.9809	NA	3	8.2695	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_640453	3645	No terminal repeats	NA	4	11	0.9808	NA	0	6.5129	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1318966	2738	No terminal repeats	NA	6	11	0.9807	NA	0	10.2820	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_480569	4653	No terminal repeats	NA	5	11	0.9806	NA	2	6.6706	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
91624_DAStool_bin137.fa_virus_summary.tsv k99_1202097	4071	No terminal repeats	NA	6	11	0.9805	NA	4	8.4493	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1383117	2276	No terminal repeats	NA	4	11	0.9804	NA	2	6.6739	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1171158	4761	No terminal repeats	NA	6	11	0.9802	NA	1	6.0377	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_874891	5782	No terminal repeats	NA	12	11	0.9801	NA	1	10.3093	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_848759	2689	No terminal repeats	NA	5	11	0.9800	NA	0	7.9007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_134068	12029	No terminal repeats	NA	11	11	0.9798	NA	0	12.0218	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_982626	2508	No terminal repeats	NA	7	11	0.9798	NA	0	10.3088	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_3359	3464	No terminal repeats	NA	7	11	0.9797	NA	0	7.4826	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_240709	2320	No terminal repeats	NA	3	11	0.9797	NA	1	4.8064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1105702	1129	No terminal repeats	NA	2	11	0.9796	NA	1	3.2975	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1635655	8262	No terminal repeats	NA	8	11	0.9793	NA	0	8.9174	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2081818	3083	No terminal repeats	NA	7	11	0.9793	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_177376	6024	No terminal repeats	NA	9	11	0.9793	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
91624_DAStool_bin137.fa_virus_summary.tsv k99_3559666	2680	No terminal repeats	NA	4	11	0.9793	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1958426	20248	No terminal repeats	NA	29	11	0.9791	NA	0	37.1136	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_491368	13442	No terminal repeats	NA	18	11	0.9790	NA	1	18.4528	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1217079	1047	No terminal repeats	NA	3	11	0.9786	NA	3	4.1532	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1223548	1973	No terminal repeats	NA	4	11	0.9785	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_283867	1819	No terminal repeats	NA	3	11	0.9784	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_857127	7500	No terminal repeats	NA	10	11	0.9782	NA	1	14.6966	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_3526568	2522	No terminal repeats	NA	7	11	0.9780	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_361939	1167	No terminal repeats	NA	3	11	0.9780	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1995337	2899	No terminal repeats	NA	5	11	0.9779	NA	2	5.2220	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1458559	6619	No terminal repeats	NA	9	11	0.9777	NA	0	5.1235	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_596415	1995	No terminal repeats	NA	3	11	0.9775	NA	1	4.8922	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_184192	2062	No terminal repeats	NA	3	11	0.9775	NA	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2072962	8844	No terminal repeats	NA	13	11	0.9772	NA	2	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_3405522	2557	No terminal repeats	NA	4	11	0.9766	NA	0	6.1381	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2452864	2233	No terminal repeats	NA	2	11	0.9765	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_128507	14280	No terminal repeats	NA	23	11	0.9765	NA	1	26.1437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_469559	2482	No terminal repeats	NA	3	11	0.9762	NA	3	4.7729	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_3131059	3522	No terminal repeats	NA	9	11	0.9756	NA	1	6.9238	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_9332	6995	No terminal repeats	NA	3	11	0.9755	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_384748	1363	No terminal repeats	NA	2	11	0.9750	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_3517751	2245	No terminal repeats	NA	9	11	0.9744	NA	1	6.5419	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_3157535	1040	No terminal repeats	NA	2	11	0.9744	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_130234	3537	No terminal repeats	NA	3	11	0.9744	NA	1	4.2872	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1163981	1188	No terminal repeats	NA	3	11	0.9743	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2413819	8406	No terminal repeats	NA	13	11	0.9730	NA	0	14.3513	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2389474	3435	No terminal repeats	NA	5	11	0.9729	NA	0	4.7546	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1279116	1434	No terminal repeats	NA	4	11	0.9725	NA	1	6.0316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_261222	8015	No terminal repeats	NA	24	11	0.9725	NA	0	12.6475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_576245	3091	No terminal repeats	NA	4	11	0.9721	NA	0	4.8602	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_3279563	2889	No terminal repeats	NA	4	11	0.9718	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1731115	1322	No terminal repeats	NA	4	11	0.9714	NA	1	5.1514	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_3252168	3881	No terminal repeats	NA	12	11	0.9714	NA	0	3.4366	Unclassified
91624_DAStool_bin137.fa_virus_summary.tsv k99_964929	1709	No terminal repeats	NA	2	11	0.9714	NA	1	3.4334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1165377	4566	No terminal repeats	NA	9	11	0.9711	NA	0	3.2042	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_693075	5387	No terminal repeats	NA	14	11	0.9709	NA	0	7.7898	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_3265814	2803	No terminal repeats	NA	4	11	0.9703	NA	1	4.8317	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2184047	21300	No terminal repeats	NA	24	11	0.9700	NA	0	16.0530	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_3613316	1429	No terminal repeats	NA	2	11	0.9699	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_3373218	2774	No terminal repeats	NA	5	11	0.9695	NA	0	4.3756	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_129646	3256	No terminal repeats	NA	11	11	0.9693	NA	1	15.2369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
91624_DAStool_bin137.fa_virus_summary.tsv k99_2458737	3764	No terminal repeats	NA	6	11	0.9690	NA	0	4.7540	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2829055	3087	No terminal repeats	NA	4	11	0.9688	NA	1	4.2118	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2301081	1688	No terminal repeats	NA	5	11	0.9676	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_699110	3138	No terminal repeats	NA	3	11	0.9673	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2194264	1618	No terminal repeats	NA	2	11	0.9671	NA	1	3.4339	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1609298	1207	No terminal repeats	NA	3	11	0.9670	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_58130	2903	No terminal repeats	NA	3	4	0.9661	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
91624_DAStool_bin137.fa_virus_summary.tsv k99_3471098	1141	No terminal repeats	NA	3	11	0.9661	NA	1	3.0891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_3097925	1792	No terminal repeats	NA	2	11	0.9658	NA	2	2.7951	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2248905	2929	No terminal repeats	NA	4	11	0.9653	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2513648	3601	No terminal repeats	NA	5	11	0.9649	NA	0	3.2186	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_137533	1613	No terminal repeats	NA	1	11	0.9640	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1385897	1595	No terminal repeats	NA	2	11	0.9632	NA	1	3.4354	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1398368	3798	No terminal repeats	NA	3	11	0.9628	NA	1	3.1835	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2487998	1725	No terminal repeats	NA	3	11	0.9626	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_398708	4409	No terminal repeats	NA	7	11	0.9625	NA	0	11.4156	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_3644944	1917	No terminal repeats	NA	5	11	0.9624	NA	3	6.3490	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2828726	1496	No terminal repeats	NA	3	11	0.9588	NA	2	3.2519	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2377339	1588	No terminal repeats	NA	1	11	0.9580	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2260145	1578	No terminal repeats	NA	4	11	0.9578	NA	1	4.2043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1688715	4732	No terminal repeats	NA	5	11	0.9560	NA	0	5.8491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_340079	2765	No terminal repeats	NA	4	11	0.9547	NA	0	4.6631	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_483174	8103	No terminal repeats	NA	2	11	0.9521	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1893585	2645	No terminal repeats	NA	5	11	0.9494	NA	0	3.1662	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_824960	1580	No terminal repeats	NA	2	11	0.9491	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_223546	5582	No terminal repeats	NA	8	11	0.9436	NA	2	6.3840	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2007986	1078	No terminal repeats	NA	3	11	0.9434	NA	1	4.9406	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2867199	2562	No terminal repeats	NA	5	11	0.9385	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1922325	2513	No terminal repeats	NA	6	11	0.9357	NA	1	4.8680	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_102253	2626	No terminal repeats	NA	2	11	0.9354	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_812324	4438	No terminal repeats	NA	14	11	0.9331	NA	0	4.2499	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_210372	1845	No terminal repeats	NA	4	11	0.9161	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_321763	1054	No terminal repeats	NA	4	11	0.9125	NA	1	2.9733	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_3259629	1709	No terminal repeats	NA	3	11	0.9070	NA	1	3.3528	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1986147	4257	No terminal repeats	NA	3	11	0.9012	NA	0	1.0245	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_495680	1481	No terminal repeats	NA	3	11	0.9010	NA	1	3.0179	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1583119	1950	No terminal repeats	NA	3	11	0.9007	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_2653538	2849	No terminal repeats	NA	2	11	0.8796	NA	0	1.3982	Unclassified
91624_DAStool_bin137.fa_virus_summary.tsv k99_613510	1264	No terminal repeats	NA	1	11	0.8497	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_609257	3387	No terminal repeats	NA	1	11	0.7940	NA	1	1.4247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_572166	1841	No terminal repeats	NA	3	11	0.7449	NA	1	1.5270	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin137.fa_virus_summary.tsv k99_1675102	1503	No terminal repeats	NA	2	11	0.7328	NA	1	1.5867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin152.fa_virus_summary.tsv k99_730776	2700	No terminal repeats	NA	2	11	0.8606	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin23.fa_virus_summary.tsv k99_210599	4009	No terminal repeats	NA	5	11	0.7715	NA	0	0.0000	Unclassified
91624_DAStool_bin23.fa_virus_summary.tsv k99_1885460	3200	No terminal repeats	NA	1	11	0.7454	NA	1	1.6818	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin24.fa_virus_summary.tsv k99_2526757	3616	No terminal repeats	NA	3	11	0.7083	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin34.fa_virus_summary.tsv k99_2309990	2514	No terminal repeats	NA	1	11	0.7609	NA	0	1.5269	Unclassified
91624_DAStool_bin43.fa_virus_summary.tsv k99_1089420	4974	No terminal repeats	NA	6	11	0.9090	NA	0	2.1788	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin46.fa_virus_summary.tsv k99_3018789	2506	No terminal repeats	NA	4	11	0.9698	NA	2	6.7850	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin48.fa_virus_summary.tsv k99_2743364	10134	No terminal repeats	NA	25	11	0.9782	NA	0	7.0854	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin48.fa_virus_summary.tsv k99_2819060	17704	No terminal repeats	NA	20	11	0.9756	NA	0	11.2089	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin48.fa_virus_summary.tsv k99_910164	3187	No terminal repeats	NA	9	11	0.9733	NA	0	4.4654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin48.fa_virus_summary.tsv k99_1422122	14471	No terminal repeats	NA	32	11	0.9690	NA	0	7.9190	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin48.fa_virus_summary.tsv k99_1518183	16438	No terminal repeats	NA	22	11	0.9645	NA	1	6.2557	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin48.fa_virus_summary.tsv k99_3084168	5034	No terminal repeats	NA	8	11	0.9601	NA	0	3.2073	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin48.fa_virus_summary.tsv k99_2560105	32542	No terminal repeats	NA	39	11	0.9599	NA	0	14.6247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin48.fa_virus_summary.tsv k99_366917	18264	No terminal repeats	NA	24	11	0.9447	NA	0	4.0805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin48.fa_virus_summary.tsv k99_1559856	19173	No terminal repeats	NA	23	11	0.9413	NA	1	3.2524	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin48.fa_virus_summary.tsv k99_397795	2909	No terminal repeats	NA	5	11	0.9097	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin48.fa_virus_summary.tsv k99_1221114	3198	No terminal repeats	NA	7	11	0.8594	NA	0	0.0000	Unclassified
91624_DAStool_bin48.fa_virus_summary.tsv k99_889726	5563	No terminal repeats	NA	7	11	0.8336	NA	0	0.2517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin48.fa_virus_summary.tsv k99_3304323	2681	No terminal repeats	NA	4	11	0.7467	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91624_DAStool_bin59.fa_virus_summary.tsv k99_147300	2869	No terminal repeats	NA	4	11	0.8360	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
91625_DAStool_bin134.fa_virus_summary.tsv k99_2987153	3228	No terminal repeats	NA	2	11	0.8522	NA	0	1.7183	Unclassified
